"review_id","reviewer_name","review_rating","review_title","review_date","review_content","book_id"
2228,"Amazon Customer",5,"Great short coverage of the Software Architect role","2022-02-08","This is a book I would recommend for any start architect to get a good overview of what subjects they should be familiar with and also how to think like an architect versus a senior or principal engineer. As the other negative reviews have pointed out its brief and does not get into much detail but I actually think that is its primary strength.",161
2229,"AM",1,"Pretty basic and way overpriced","2020-04-01","The book is pretty slim (less than 200 pages) and uses quite a large font so there isn't a ton of content. Gives some basic info on each topic, nothing really super in depth more like a blur of each topic in the contents. Might be a good introduction to industry practices and concepts to a fresh college grad, but it's MASSIVELY overpriced. It's should be like $10. You can get Designing Data-Intensive Applications by Klepmann for cheaper and it has magnitudes more content and goes into much, much more depth. For the price, I absolutely do not recommend this.",161
2230,"Anthony",4,"Amazing read","2023-03-05","“How Highly Effective People Speak”, is a book worth spending an hour to two reading each day. Providing detailed informative speech patterns to use in conveying one’s own thoughts with effective results and strength.",153
2231,"Matt Perez",5,"My own review","2023-09-07","I'd like to start by saying this quote from the book ""progress begins with the truth"", the reason why this resonates with me so well was because I always thought I was good speaker by own standards getting to know people was easy to me, to influence/persuade people was easy to me. What wasn't easy though was me was articulating in a manner that will be for the masses and thats where I had to be honest. The most valuable skill I learned from this book was knowing your audience and communicating to them in the manner thats appropriate for that demographic, though I wont get into the specifics the strategies that I read and practiced and will utilize especially in my line of work will show. I truly appreciate the insights as well, if you are on the fence about getting this book I highly suggest you lean on the side of getting it.",153
2232,"Hande Z",3,"VINE VOICE","2023-10-03","This is an ineffective book. There are pockets of useful advice – keep it simple; and if you can’t say it in a sentence, you can’t say it in a speech. Unfortunately, the author wasn’t paying attention to his own advice. The result is that the advice is diffuse. He has topic headings but the text is pedantic and in many passages, consists of large scale quotations.  The many diagrams seem to occupy space and are more distracting than helpful. How does one speak with diagrams? It is, unfortunately, neither helpful nor inspiring.",153
2233,"Amazon Customer",5,"Outstanding book","2023-05-02","This book is an excellent resource for anyone looking to improve their communication skills and become a more effective speaker. Peter draws on his extensive experience as a communication coach to provide practical advice and guidance on how to use psychology to influence others and speak with confidence and impact.",153
2234,"Aaren Avian",3,"Print quality is ATROCIOUS","2023-06-22","This review is not for the content of the book, but rather for the print quality. Book was packaged well, but the print quality is ATROCIOUS. It’s like they were running low on ink when they printed this thing. The white text on black is barely legible. The font is extremely small and the pages are so thin that you can see right through them to the writing on the back of the pages. I understand wanting to save money, but this is ridiculous. For spending just shy of $20 on this book, I expected more. If this is offered in kindle form, you’d probably be better off downloading it.",153
2235,"calaif ",5,"this is awesome","2023-03-09","Amazing I’m captivated it has taught me how to move a room and how to create the scenes of that room from the dripping of the paintings on the wall from the words that I convey and their feelings and what those feelings mean to me and you as we know that our mind is in certain states and how to speak to those states to create a positive change.",153
2236,"IG",5,"All talking points are covered","2023-01-30","I really enjoyed learning from this book. it's difficult to grasp everything in one read. I think it's better to read it and review the chapters after. I personally also took notes and underlined many of the important points. Makes it easier to recap on everything when looking back. Best to apply each example day by day. My favorite sections would be the halo effect as well as the part where they refer to the agent detection bias.",153
2237,"Amazon Fan",3,"Too many questions & blatant typos - content not revolutionary","2023-06-26","I nearly lost interest after 2 blatant typos on two pages (isn’t there an editor?) and 4 consecutive paragraphs of questions without answers. Made it to page 51 and still don’t know anything more than I started other than “2 words, a symbol, and a word”. I’m hoping the book improves from here … for a book on communication, this one needs help being succinct. If it improves, I’ll update my 3 stars.",153
2238,"Rocklyn",5,"Awesome","2023-05-25","I purchased this product from the seller on Amazon and I am thoroughly impressed. I wholeheartedly recommend it.",153
2239,"Matthew",4,"Long Introduction","2022-12-06","Overall, a good book. The first 63 or so pages seemed to be an introduction to the series of books and not much about actual communication techniques.",153
2240,"Alpaca",5,"Easy to read, practical examples, and great for reviewing statistics for teaching purposes","2023-06-25","I obtained my PhD in industrial engineering last year and joined industry upon graduation. I teach statistics at one of the commonwealth campuses of a large university and not only do I think this book does a phenomenal job of covering statistics as a practitioner (which believe me, many of my colleagues have forgotten and we have SO many uses for stats in our field), but I think every statistics instructor should read this book. Most statistics curriculums focus on calculations  and cramming a bunch of concepts down a student’s throat. While that’s fine and all, I’ve always strived to drive home the point of “why and HOW could I use this in a practical sense, and what am I being taught that’s truly practical in most situations?” This book covers just that…it’s no lie that most students will move on from statistics and forget most things, but the conceptual parts of this book are what make statistics more memorable and could be great points to bring up in a statistics course to make students better and more informed consumers of statistics (and will hopefully better prepare those who are going to go to grad school, as I suffered the fate of not having a good stats background in my undergrad years). If you’re a grad student and you’re working on research in any capacity, you should read this book, too. I can’t recommend it enough and I look forward to reading more of Mr. Frost’s works.",155
2241,"Bart",5,"Worth reading from cover to cover and then having on hand as reference books!","2023-04-11","Jim Frost has done a great job making a very difficult subject accessible to all. This book and his other two books on statistics ( Introduction to Statistics and Regression Analysis) are well-worth reading from cover to cover and then having on hand as invaluable reference materials. His books are easy to read and arcane topics easy to comprehend. These three books are especially relevant to undergraduates in the social sciences (economics, data analytics) and other fields where statistical methods are used heavily. The author also has a website that provides periodic postings on topics relating to specific statistic tests, sampling methods, and other aspects of statistics - for free!",155
2242,"FX",3,"Just ok","2023-02-22","The book is just ok.  Glosses over all the details and while that might seem helpful to the beginner just learning statistics, this treatment does a disservice by not elaborating on the important nuances.  Author also shamelessly promotes his other book.  Apparently, his books are self-published.  Would not trust a DIYer for learning an important subject matter.",155
2243,"Jane Johansson",5,"Very handy and easy read with reliable information","2022-06-08","This book summarizes commonly used hypothesis testings for researchers in statistics, economics, business, biology, etc, who need to design and answer hypothesis testing questions in their work,  and it gives introduction of these hypothesis tests in an easy to understand but solid way- it does touch the theoretical foundations in beginning chapters and mention the theories for each test through out the chapters to keep the depth of the book. The implementation is also described in flow. It is light and thin, but very informative and useful.",155
2244,"Jim A",5,"Best Basic Stats Book","2022-07-05","I've taught statistics at university and in the workplace for over 30 years.  This is by far the best introductory book I've come across.  Does a fantastic job of explaining basic concepts in simple language.",155
2245,"Mihai Bologan",5,"Well received","2022-11-20","Well received, good condition",155
2246,"XV123",5,"So far enjoying it","2022-03-05","I’m years out of college.  This book seemed to be useful for someone trying to brush up again and also for someone going through college now.  So far I like it.  Its stats in layman terms.",155
2247,"Lina",1,"Hypothesis testing textbook","2023-09-15","I am unhappy with my delivered textbook there’s scratches and not good quality at all.",155
2248,"KONSTANTINOS FOTOS",5,"Excellent book","2022-03-09","By reading this book you will gain a deep knowledge of hypothesis testing and above all you will avoid common mistakes in its application.",155
2249,"Denz",5,"If you want to know more than just algorithms, this is the book you want","2022-02-07","This book goes in depths on hypothesis testing.  For those who want to learn more than just python or R algorithms.",155
2250,"Luis Carlos Solarte Carrera",3,"Bueno pero redundante","2023-09-25","Es un libro que te da una poderosa idea “captar la ATENCIÓN en 3 segundos” y eso es fenomenal. Los 4 primeros capítulos son de mucho valor. Los siguientes redunda la idea y entrega muchos ejemplos de lo mismo, con ideas sueltas. Siento el principio del libro como enseñanza poderosa y lo siguiente un ensayo aportando ideas valiosas (pero que giran alrededor del mismo tema)",170
2251,"Em",4,"Good Concepts","2023-05-30","I highlighted a lot in this book and many of the concepts are great for content planning and creation. But golly, is there a *lot* of (randomly inserted) shameless self promotion for this dude's business..",170
2252,"Elida Alba",5,"Great Book","2023-06-22","Really great book! I feel as if I understand marketing more and can go into an interview with a better idea of how I can get a client to want to work with me. Fun read too - not boring like a lot of non-fiction or self-help  books.",170
2253,"Amazon Customer",3,"It's ok","2023-08-09","60% him talking about advice other people either wrote or have given him. 40% original content. So yeah...what are you gonna do",170
2254,"Richard Wong",5,"A Great Book for Marketers & Content Creators","2023-07-15","Lots of practical lessons for those who want to develop their business to the next level. I would say this is a must read for all Marketers.",170
2255,"Taylor",5,"Must Read","2023-07-18","This book is so beneficial for entrepreneurs. I absolutely love this book and have taken pages upon pages of notes.",170
2256,"bvo1995",5,"Their not just metrics or customers they’re  people","2023-06-15","Really good and helps you understand the value of content rather than just seeing your goals as numbers metrics and sales. Very important if you want to be a long lasting evolving company or video creator",170
2257,"Mary",3,"Some Great Info, But Needed a Shower Afterwards","2022-09-28","There were some good tips on writing a good hook point, and good advice on the necessity for doing so. But there was also a great deal of material that felt like filler, and a great amount that came across as blatant self-promotion . I suppose it could be argued that all the examples of the author’s stellar success was his way of both providing his credentials and encouraging the reader, but nary a chapter went by without a pitch for the author’s services, name-dropping a VIP he helped —sometimes re-visiting that VIP story more than once — or a reference to his website or company. I came away feeling as if I had visited a used car lot on the way home from a carnival midway - huckstered halfway to madness and all the way to my cringe point. I was left in need of a shower to wash off a certain sense of oily smarminess, and a firm conviction that I would rather remain poor and obscure if the price of success was to become like THAT.",170
2258,"Sangaye Kweegbo",5,"HOOK POINT HAS ME HOOKED","2023-05-11","I HAVE READ THE BOOK FROM COVER TO COVER AND I CAME TO REALIZED THAT SALES AND MARKETING IS STRATEGIES. DEEP INTENTIONAL THOUGHTS. WITHOUT THEM, ONCE CANNOT WITHSTAND THE SATURATION IN THE MARKET PLACE TODAY. THANKS SO MUCH BRANDON.",170
2259,"RDreeke",5,"Shake the rust out of your brain you didn't know was there.","2021-01-27","Shake the rust out of your brain that you didn't even know was there.",170
2260,"Aran Joseph Canes",4,"VINE VOICE","2023-09-17","A New Kind of Science is a sprawling one thousand page plus tome that reviews everything from physics to biology to neuroscience. So there is no way it can be summarized in a IG post but I’ll try to indicate its gist.",159
2276,"Alex",5,"Great all around","2018-04-04","Very comprehensive book on all things malware.  Various malware/anti-malware tools explored.  Labs are in the back of the chapters and the lab answers are in the back of the book.  The book covers theory and hands-on application.  Includes anti-debugging and anti-disassembly techniques.  Great all around.",164
2277,"Crunch",5,"Easy to read","2013-04-18","I love the writer of this book. The way he writes is as if he is speakign to you on a personal level and not well above you. I have just started the book so I can't say much about the content or how mucvh I will learn but I can say I look forward to the exercises and it definately keeps my interest in reading so I know I will learn as much as I want to. I am not a reader, I prefer to write.",164
2261,"Randolph Eck",5,"VINE VOICE","2020-12-06","There are a vast range of physical, biological, and other systems that we are confronted with that exhibit an immense complexity. Throughout history, it has been seen as perhaps the work of a supernatural being. Also, often when we encounter something that seems complex, we take it for granted that the phenomenon must be the result of an underlying mechanism that is itself complex. The author shows us how simple programs can, in fact, produce great complexity. In regards to physics, the author states, “that thinking in terms of simple programs will make it possible to construct a single truly fundamental theory of physics, from which space, time, quantum mechanics and all the other known feature of our universe will emerge.” We learn in this book, through virtually hundreds of pages of diagrams, how simple initial conditions can produce complex behavior. Wolfram argues that this phenomenon is responsible from most of the complexity we see in nature.",159
2262,"Mr. Wizard",4,"A good guided tour to many interesting subjects involving mathematical patterns.","2021-10-05","I have just skimmed a few pages here and there in A New Kind of Science.  I bought it because Stephen Wolfram is almost as brilliant as he would have you believe he is if you have read some of the promo material about him that has appeared on Wolfram Research's main page.",159
2263,"Dr. Lee D. Carlson",3,"HALL OF FAME","2002-05-25","In this gargantuan treatise, which has appreciable gravitational pull, the author introduces the reader to the tools and science of cellular automata. Some of the proposals in the book are radical (such as the Principle of Computational Equivalence), some fairly conservative, and some unjustifield,  but it does serve to introduce cellular automata from the standpoint of an individual who has been very active in their study and development. The book is long, and space does not permit a detailed review here, but one can read the book in its entirety in a fairly short time frame since the margins are large and there are an abundance of diagrams in the book which take up page space. Also a very large (338 pages) part is devoted to notes in the back of the book.",159
2264,"Ballenamar",4,"Revived Paradigms","2002-06-06","It is easy to become distracted by Stephen Wolfram's hubris (overbearing",159
2265,"Amazon Customer",5,"Nice product","2023-07-27","Good book in decent quality. Just need time to finish it, lol",159
2266,"John C. Dunbar",5,"Outstanding book on Cellular Automata, Controversial","2002-06-16","This is a stunning book in its physical properties.  It's huge, well illustrated, and easy to read.  On the negative side, it's too huge to read on an airplane, it's ponderous in reading, it makes my left wrist hurt from holding it up when I read.",159
2267,"Mitch",4,"Only Time Will Tell...","2002-08-03","I found this book worthwhile and would recommend it to any scientist or technically oriented non-scientist.",159
2268,"John Tilelli MD",5,"A dizzying tour of natural law in rose-colored glasses","2002-05-18","Since the 16th century, science has attempted to explain reality by the expression of a few immutable laws that seemingly govern their behavior. Newton's laws. Maxwell's equations. The Heisenberg uncertainty principle. Things behaved in a certain way because the law was embedded into them. This point of view is the expression of Christian reductionism (In the beginning was the word.....), that within the seemingly sinful random behavior of real things, that there was an expression of some deeper reality. If the hybridization of red and white sweet peas didn't result in 25% of their offspring being red, but rather 23% or 28%, it didn't matter - the principle of an autosomal recessive trait was the same, and the genetic truth was in itself unchanging. Wolfram turns science on its ear by demonstrating how reality is in some way an expression of the chaos embedded in all behaviors. Perturb some supersymmetry, and all reality is generated. The behavior of nuclei and stars, the leaf of a maple tree, the behavior of socieites. Tweak the void with a tiny change, and like a dinner-bell, voila! all reality is served up. This book is not for the faint of heart, but just about every page is provocative. One will find much to consider, and, like the good meal alluded above, digestion will take far longer than the eating.  A tour of Wolfram's software child, Mathematica may help this sometimes baffling reexpression of all science, but is not necessary. Like listening to Beethoven, in which a degree in music appreciation is unnecessary but helpful, formal mathematics opens the door of Wolfram's work a reality unavailable without it, but is in no way necessary to see the beauty of his approach. In the end, the effort of reading it is well worth it, and the hyperbole ""Life changing"" may not be out of order.",159
2269,"Michael",5,"Newton's ideas stood for 300 years before his formulation of the universe needed to be rethought as new empirical evidence suggested that his formulas were not good at predicting certain things very accurately","2018-03-13","I just started to learn how to use the Wolfram Programming Language and picked up Wolfram's book too, which he spent a full decade writing up. Imagine a proclaimed prodigy who got his Ph.D in physics from Caltech (working under the late Feynman) at the age of 20 work on a book for a decade, and then go on to create a tool that is used by nearly every single math department in every university in the world to solve and simulate math concepts.",159
2270,"Dr. Gorski",5,"Best invest of my life","2021-08-07","This took my payloads from being caught by windows defender to hijacking the hypervisor tell bezos we made it",164
2271,"Irfan Jeelani",5,"Awesome!","2021-06-09","Loved this book. Just started reading it and got pulled into it. Received the book in perfect condition.",164
2272,"Dianelys Soto",5,"Best Reversing Book","2021-03-23","Awesome content and super well delivered, must have! It has been my best friend for my reverse engineering class.",164
2273,"Amit Martsiano",5,"the only book to properly learn malware analysis","2020-01-25","although this book is old and the labs use win XP, the ideas, explanations, and tools are stiil relevant to this day and i asked few cyber security professionals and they said there is no better book than this for studying MA.",164
2274,"ballpoint",5,"brilliant","2012-04-01","Only reading the free snippet, I was under the impression that this was going to be a book for super nerds, however after receiving the book, I was super amazed at how well the book is written. This book assumes that you are more than a home pc techie and with good reason. The book is truly a step by step guide, the only fault is the amount of tools can be a bit overwhelming but over all a brilliant book and if this is your calling or interest, then this is the book to own.",164
2275,"Engstrom",5,"CEH part II","2017-10-03","This book is a tremendous asset for those involved in the cyber field.  Probably could be used at anytime in your progression,  but I had taken SEC+ and CEH.  This really complemented CEH.  Gave me knowledge of tools for analysis and helped me to better understand malware better for penetration testing.",164
2278,"Ishmael ",5,"Malware Analysis using Linux distro","2018-10-04","Presentation of this material is fantastic.  There are however no information as to what software you need to install to run the malware analysis.  Would prefer it comes with CD which has the software or open space software with url",164
2281,"Ronald",5,"A very good book as long as the right audience is in possession of it","2022-04-30","My headline should be rather obvious, but I saw a review or two criticizing the explanations of the way certain formulas,unrelated to excel, work and the more statistical concepts given in the text. But these aren't really valid considering that the book's focus is more to teach you how to use excel to implement these concepts rather than the reverse. One could say it's geared towards the former with a little bit of the latter mixed in. Either way I think as long as you make sure to read the preface to get a good idea of what to expect, the table of contents, and glance at a couple of pages you'll be able to make the correct decision.",173
2282,"ffwhite",3,"Not the latest version, no PDF","2023-01-01","It covers most of what you would need to know, though sensitivity analysis graphs and xlookup (features of 2021 version) are not covered.",173
2283,"Experienced Shopper",5,"Exact copy requested by my Professor","2021-10-08","The delivery time was very fast, considering the fact that I ordered it the day before my class was due to start. The print is very easy to read. I also like the fact that the cover has not creased or look beat up after a few uses like a lot of paperbacks. The book is very well written with easy to follow illustrations. It also coincides with videos for excel on LinkedIn.  I'm very happy with my purchase.  It is a much needed addition to my library.",173
2284,"JCK",3,"Meets the Minimum","2022-08-06","Product is good. Meets the minimum requirement for training and analysis.",173
2285,"Richard Campbell",5,"Awesome Book!","2020-12-19","I am using this book in preparation for Microsoft's MOS-201 Advanced Excel Certification exam. The book is accompanied by downloadable Excel files that are supported by screenshots and explanations in the book! I have purchased two of Wayne Winston's previous books and my only regret is that I could not physically take one of his graduate classes.",173
2286,"Sabrina",4,"Needed it for class","2019-08-13","I needed it for 1 class but I decided to buy it because excel is a very useful tool that everyone should learn. Ups your chances of getting a job.  The book explains things very well although there were a few explanations in the downloadable that were wrong or did not use the guidelines specified in the question",173
2287,"Student",5,"Great book for 2019 Excel.","2021-05-25","This book covers all the new topics and has topics from beginner to advanced. For people saying that there are no files, that is not true. You can find them on the Microsoft site under downloads, once you find the page of the author.",173
2288,"Rob McCormick",5,"Comprehensive and very insightful reference","2021-01-11","Wayne’s coverage of the material is terrific but where he truly excels is in his use of examples and exercises that are both socially relevant but entertaining and enlightening as well. I have found his text to be very useful and I use it frequently... Rob",173
2289,"Dr. Terrence McGarty",2,"Lots of Simplistic Examples","2020-03-16","I have used Excel for well over 35 years, just after I got rid of Lotus in the mid 80s. I have written books on writing business plans, I have prepared hundreds if not thousands of financial models, I have done over 35 start ups as investor or CEO. Thus I know Excel from the business perspective. However every once in the while I want to use some function I have not used and need a quick reference. I thought this would be one on Kindle.",173
2290,"Hal Macomber",4,"Content Fine, Needs Editing","2022-11-02","Mr Rutherford does a fine job explaining algorithmic thinking. His examples for dealing with procrastination and over thinking are great. He does need an editor. Even Grammarly would catch the errors of spelling, tense, and formatting. Its time to update the book.",175
2291,"AH",3,"WHAT DOES PAGE 28 SAY?!","2023-07-22","Pages 28 and 29 are completely blank for me. Amazon tried to send me another but it was lost in transit. It almost seems like the author had to get to a certain number of pages because the font is pretty big and there’s a lot of white space. Maybe he ran out of ideas and left page 28 blank on purpose? Other than that, I’m loving the content. I just wish I knew what page 28 said.",175
2292,"Cliente de Amazon",5,"El pensamiento racional","2022-08-15","El libro puede ser una extensión del método cartesiano que aparece en el Discurso del Método de René Descartes. Es un excelente trabajo. Quisiera saber cual es la formación académica de Albert.",175
2293,"Nassy Banegas",2,"La portada un poco sucia","2023-10-23","Las esquinas están un poco sucias,",175
2294,"Lyrata",5,"The Quality Control for Decision-Making","2021-09-09","This is an excellent book for those who often get sucked into making less-than-ideal decisions. It lays out the idea of establishing a decision-making algorism to guide the process, by removing emotional factors and other nuances. A very interesting read.",175
2295,"Robert",2,"Disappointing - feels like a rip from other books with little to no new insights","2021-12-03","I’m not saying that books on a subject such as algorithms can’t have similar content. But the part on scheduling feels like it was ripped from the book called Algorithms to Live By. Almost identical content with very little in the way of different insights. Another part that feels like a rip was the part on Optimal Stopping. Also covered by the same book.",175
2296,"Chen Cao",1,"Plagiarizer trying to scam reader's money","2022-01-09","This book has not a single original thought or idea.  It simply steals the ideas of other books, package it in 16 points font, add a bunch blank pages for ""exercise"", and uses 2 inches of margins on a very small book, very much like a high school C student would do to fill pages on a turn paper that he had to turn in late.  The most insidious of all - the author is actually intellectually challenged and fails to understand some of the basics of the premises of the idea he is stealing.  For example, it is comical to see from his description of a game show example, that he does not even have basic understanding of combinatorial probability and independent trials (something a high school student would get).  I would highly suggest Amazon look into the high review rating (ensure its not spoofed) and take this book off the market.",175
2297,"Stockton farnsworth",5,"Thinking in Algorithms is a must-read for any business professional.","2022-08-09","I love this book. I've been following the author for a while now and all her books have helped me grow as a person. Her strategies will make all the difference in your future endeavors, I guarantee it. I would definitely recommend this book to anyone who wants to start learning how computers work and how they're used in today's society.",175
2298,"Eric Shoars",5,"A fascinating treatment of a better life through algorithms","2021-11-14","How do we make better decisions, plan our time better, make better choices, solve problems faster and with more confidence? What if we devised our solutions as computers do through algorithms? From the book:",175
2299,"Joey T.",5,"Learned much","2022-06-24","Nicely constructed and functional for my needs.",175
2300,"Mohammed alhashim",3,"Its more about the author's big accomplishment (Me, I DID, I AM GREAT)","2022-09-27","The book had great examples and information, but some things ruined the experience for me.",170
2301,"rjd",4,"Overall, great concept and good book!","2020-12-16","I read this book as I’m working on building my online brand image. I have not read One Million Followers from Kane yet, so I know there are a few things that would have hit harder if I had that working knowledge.",170
2302,"RICK DREVET",5,"Familiar concepts","2023-01-22","The further I read, the more I realized many of the people I have sought direction and help from have read this book.",170
2303,"Wayne Liew",5,"Lots of Golden Nuggets to Stand Out Online","2022-02-24","I got the book to learn how to establish a solid social media presence for my business and personal brand. This book gave me a lot of ideas to implement. Yes, the book is filled with examples. But with a little bit of brainstorming, I walked away with so many good ideas for my business. For example, the PCM model explained in the book is what I use these days to write my marketing copies. I recommend the book to anybody who wants to stand out online.",170
2304,"Amazon Customer",5,"THIS IS THE SOCIAL BIBLE! SO GOOD!","2021-11-24","Wow, coming from someone who has built one of the most successful social media buisness & has created viral content with millions of views I didn’t think I’d get much out of this based on my knowledge base but boy was I wrong, this is so edifying and has so many gems! Not only does it be ideas on what to do but also how to execute. For someone who knows a lot or someone who knows a little this is for you. Thank you Brendan Kane your a genius !",170
2305,"kazen",3,"Maybe my expectations were too high..","2022-06-13","Its ironic that the book about catching attention didn’t capture my attention. Likely this review will never get read because I still don’t know how to formulate a hook. In honesty theres some good info which is why I didn’t give this a one star. But it’s overshadowed by the author name dropping all of the big names he’s worked with and all of his amazing accomplishments. Ends up talking more about himself than the reader. Perhaps he’s a better speaker than writer.",170
2306,"JP",5,"I got Hooked...in a Big way","2022-09-21","So universal the mighty hook to be.",170
2307,"Chris",5,"I Thought Brendan was Brenda","2022-08-05","This changed very little as the book was a good read, and it contained useful information. I just read it with a woman's voice in my head and thought this was an interesting share. Was my title  good hook point?",170
2308,"Tray k",5,"This book will totally shift your thinking and teach you how to stand out.","2021-12-09","This book answered the perfect question “what shouldn’t I do in a saturated world”  Which is a  better question when it comes to standing out.  We often asked what should I do when we should be asking what shouldn’t I do.  Changed my perspective completely when it comes to asking a better questions.  Great resource!!!",170
2309,"Mr. Kong-Fu",1,"Where’s the beef?","2023-09-23","I’m on page 70 and still waiting for what I’m supposed to learn. No substance. No formula. Tons of self serving plugs. This book is all about the author and NOT about you. If you’re looking to stand out in a 3 second world save your time and money and look elsewhere.",170
2310,"bookworm002",5,"Very Detailed and Easy to Understand. I LOVE IT!","2023-07-02","I literally just got this book and I am a few chapters into it. I love it so far. Since I have been using Excel for so many years, his explanations are very understandable. I have taken a few R online classes and so I know the basics but sometimes get stuck. This book have helped me get more clarity in just a few days. I am looking forward more books from John Taveras because I will buy them ASAP. I hope he can create a larger book with more projects based on his work experience.",179
2311,"Kat",5,"For people who think in spreadsheets and struggle learning programming","2022-05-08","Great book for people who think in spreadsheets and struggle learning programming. This is a pure beginners book to get you started in R and helps you understand basic concepts and uses Excel as a base knowledge to teach the concepts. I have various learning challenges that can make learning math and programming more challenging if it’s too abstract but the way the author approaches the topics in this book works for my learning style.",179
2312,"Matan Gilbert",4,"Very good introduction to R for Excel users","2017-05-14","Very good introduction to R for Excel users. Like others, I've often been intimidated by R when first opening any number of R guides, I think because I've entered the world of programming without consciously knowing it. By addressing basic data manipulation tasks any Excel analyst must do, in clear, step-by-step language, this book fills a gap in the R literature and does so in a manner friendly to those with no programming experience.",179
2313,"Kyle & Heather",5,"Excel to R Translator","2020-08-09","I'd consider myself a strong Excel user - I use it every day for my role as an analyst for the past three years. I'm the ""go-to"" in my department for anything Excel related. And this book is exactly the book to translate Excel into R. It's mostly formatted as, ""If you do X in Excel (such as vlookup or index/match), here's how you do it in R.""",179
2314,"Adriel Irons",5,"For those who want to take it to the next level","2016-08-14","I use Excel on a constant basis for work, but never had the occasion to use R in my day to day projects.  I've often seen R referred to with mystical tones, as some sort of ""black magic"" that we would need to engage PhDs for if a conjoint analysis was called for.  The friendly titling and simple explanation of John's book really drew me in however, as it illuminates the ways that R can be useful to me by drawing on Excel concepts I am already familiar with. I am already exploring avenues where I can provide a more granular analysis than I would have in the past, without needing to get external consultants on the case.  This is a great intro for those of us who have some analytical experience, but are looking to take it to the next level.",179
2315,"J.",4,"Great intro to R","2016-10-30","Great intro to R, especially the sections that focus on dplyr.  Some of the later chapters were difficult to follow, and it seemed like the quality control went a little haywire during those parts.  But it's a nice gentle introduction for Excel users.  You won't be an R coder by the time you read through this, but if you work through the examples a few times, you will know enough to know how to start.  I recommend going through the book at least twice - I certainly plan to.",179
2316,"Client d'Amazon",5,"Very good book for R beginners","2017-06-18","I really loved the book. I tried a few other volumes to start R, but this book was the one who got me into R immediately. The clear description and examples helped a lot, e.g. the examples on P162-163 to explain the course of the loop were really simple, easy to understand and humorous at the same time :)",179
2317,"J",5,"This book was a truly fantastic resource for learning R","2016-08-12","This book was a truly fantastic resource for learning R.  I have tried a number of other resources like Datacamp and Coursera videos, but this book gave the clearest and most straightforward explanations.  At first I was skeptical of it being limited to just data manipulation, but now it makes sense to me because it really is the hardest part to learn.  I actually started getting overwhelmed by all the cool advanced things you can do in R, but this book got me to focus on the foundational stuff.",179
2318,"Thomas",5,"This are both good resources but I always felt like I still didn't ...","2017-03-17","I just got this book and I'm through chapter 4.  Finally someone wrote a book that hits the foundations and helps you conceptualize working with data in R.  I've gone through the John Hopkins R Coursera course and some lessons on Datacamp.  This are both good resources but I always felt like I still didn't understand the basics.  This book bring it together.  Highly recommend this book as your first exposure to R.",179
2319,"Amazon Customer",5,"Excellent Introduction to R","2016-09-13","This book is an excellent introduction to R. I've gone through a couple of other books, but this one really got me up and running. I can now import data into R and shape it into the form I need. This book focuses on data manipulation/shaping. It doesn't go into statistical analysis, which I like because it doesn't overwhelm you. Definitely get this book if you're an Excel user looking to do more.",179
2320,"Divyesh sheth",5,"great book that introduces data analytics","2022-09-28","This is a book that covers fundamentals of data analytics for the beginners. Anyone who is curious about data science and wants to start working I. This BBC area, author provides an excellent explanation to the basic concepts in a layman’s language.",180
2321,"Marika",5,"Great introduction to the subject","2022-10-27","I wanted to get a quick overview of the subject, and, this was a perfect tool for it. Read this if you know barely anything about data analytics.",180
2322,"Ken Howe",5,"Great intro","2022-12-22","Short and complete for beginners.",180
2323,"Katelyn",5,"great first step into data","2022-07-12","I’m a new analyst for the US Air Force and it covers lots of different aspects of data science easy to read. I will most likely read it again in the future. Thank you for a great book!",180
2324,"Calvin",5,"Very beginner friendly","2020-05-26","I went from a complete zero with extra time on his hands to pick up a book to someone feeling armed with some knowledge and excited about a new field.",180
2325,"Emmanuel",5,"A Good Introduction for Beginners","2017-04-03","Author is right in that he doesn't tell you that you're going to be a data scientist over night - as data mining is a long and challenging discipline to master – but at the same time I think this book is definitely a great lead-in to the subject for guys and girls just starting",180
2326,"Amazon Customer",5,"Data Science is Complicated","2017-01-23","Data Science is bloody complicated. I've spent 3 weeks of my holiday break on Quora and reading my textbook for next term trying to piece it all together. This book won't win awards for advanced theories but is a great easy-to-follow intro to the subject for beginners and people like me.",180
2327,"Kevin",2,"Really needed an editor","2021-02-16","This is an obviously self published book.",180
2328,"Toi",5,"Data analysis beginner","2023-09-26","As a beginner this was informative, descriptive and instructional. Enjoyed it!",180
2329,"James",5,"Great Reading!","2023-06-07","I recommend this book for any beginners who want to start from scratch understanding the main concepts prior to getting into Data Analytics field.",180
2330,"Carlos",5,"Easy to read and understand.","2023-10-06","I was pleasantly surprised that I didn't need to be a genius to understand the information. I was also surprised that hat the information was so complete. I have had conversations with coworkers that are/ or where more competent on Office than myself and I have shown them new steps that they didn't know about or weren't with. Definitely very happy with this purchase. 5 stars for sure.",181
2331,"mark collins",4,"If you want to learn Microsoft get the book","2023-10-06","I like the book.I can go back and see what I missed or did not understand.The instructions are kind of easy to follow and I have learned a new way to do things.",181
2332,"Michael Colvin",4,"Informative","2023-10-08","Great information however pages are hard to view, suggesting move to brighter clear copies to ensure clear viewing",181
2333,"Lokie",5,"It's helping","2023-10-20","I'm still reading and working with it, so far so good",181
